mpn,manufacturer,"product name","product  description ",price,stock,"stock description","product url","image url",category,"shipping rate"
STYIDMSH33,"Hair Treats","Moisturizing Shampoo Style Id 958 Ml","Style ID moisturizing shampoo&nbsp;gently cleanses&nbsp;hair without stripping colour or moisture.&nbsp;It is a combination of conditioning agents and&nbsp;vegetable proteins&nbsp;strengthen hair internally.&nbsp;PRODUCT FEATURES:&nbsp;Special&nbsp;UV absorbing agents&nbsp;protect against colour fading.&nbsp;Blended keratin leaves hair incredibly&nbsp;soft, light, and easy to manage.&nbsp;Micronized&nbsp;silicone derivatives&nbsp;reduce drying time.&nbsp;Quantity:&nbsp;32 OZINGREDIENTS:&nbsp;Sodium chloride, sulfate and paraben free.&nbsp;ABOUT THE BRAND:&nbsp;Our mission is to bring to the professional Hair Beauty market, the latest innovations in products. Launched in 2010, Hair Treats began with its unique professional line of double loop technology hair extensions, which is a non-aggressive system that gives you fantastic results instantly. You can now create any vision in mind, and make it a reality with just the click of a button and then a pinch of a plier.&nbsp;Hair Treats Extensions uses only 100% human remy hair collected by Indian temples, and delivered in a manner where the hairís cuticles remain in the same direction. With 10 application systems to choose from, different textures, and up to 40 colors, the possibilities are endless.","44.72 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/moisturizing-shampoo-style-id-958-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/s/t/styidmsh33.jpg,Shampoo,STYIDMSH33
STYIDPREP,"Hair Treats","Prep Leave-In Spray Style Id 236 Ml","Acts as the ideal primer, preparing hair to receive other styling products. Honey-derived humectants moisturize hair, and vitamin E & C antioxidants protect it from future damage. Special fixative ingredients help enhance the performance of any styling product. Micronized silicone derivatives reduce drying time.&nbsp;    &nbsp;      &nbsp;    HOW TO USE:    &nbsp;    &nbsp;    Use on its own to enhance your hair, or use it with other products to enhance their effects    ABOUT THE BRAND:    &nbsp;    Our mission is to bring to the professional Hair Beauty market, the  latest innovations in products. Launched in 2010, Hair Treats began with its  unique professional line of double loop technology hair extensions, which is a  non-aggressive system that gives you fantastic results instantly. You can now  create any vision in mind, and make it a reality with just the click of a  button and then a pinch of a plier.    &nbsp;    Hair Treats Extensions uses only 100% human remy  hair collected by Indian temples, and delivered in a manner where the hairís  cuticles remain in the same direction. With 10 application systems to choose from,  different textures, and up to 40 colors, the possibilities are endless.","19.12 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/prep-leave-in-spray-style-id-236-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/s/t/styidprep.jpg,"Leave-in Conditionner",STYIDPREP
STYIDSERUM,"Hair Treats","Intense Serum Style Id 59 Ml","This Style ID serum adds intense&nbsp;shine&nbsp;and provides&nbsp;smoothness. It protects&nbsp;hair from heat damage and contains micronized silicone derivatives to&nbsp;&nbsp;reduce drying time.    &nbsp;    PRODUCT FEATURES:    &nbsp;       Protects hair from heatmicronized silicone derivatives to reduce drying timeQuantity:&nbsp;59ml    ABOUT THE BRAND:    &nbsp;    Our mission is to bring to the professional Hair Beauty market, the  latest innovations in products. Launched in 2010, Hair Treats began with its  unique professional line of double loop technology hair extensions, which is a  non-aggressive system that gives you fantastic results instantly. You can now  create any vision in mind, and make it a reality with just the click of a  button and then a pinch of a plier.    &nbsp;    Hair Treats Extensions uses only 100% human remy  hair collected by Indian temples, and delivered in a manner where the hairís  cuticles remain in the same direction. With 10 application systems to choose  from, different textures, and up to 40 colors, the possibilities are endless.Style ID serum adds intense shine and provides smoothness.Protects hair from heat damage.Micronized silicone derivatives reduce drying time.Quantity: 59ml","28.72 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/intense-serum-style-id-59-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/s/t/styidserum.jpg,Serum,STYIDSERUM
STYIDTHERMA,"Hair Treats","Therma Shine Spray Style Id 118 Ml","Style ID thermashine spray&nbsp;seals and smooths cuticles for frizz-free hair.PRODUCT FEATURES:&nbsp;Contains a soothing blend of oak bark and dogwood rose.&nbsp;Chamomile and vitamins heat while vegetable proteins reconstruct hair, leaving it smooth and incredibly shiny.&nbsp;Micronized silicone derivatives reduce drying time.Quantity: 4OZ/118MLABOUT THE BRAND:&nbsp;Our mission is to bring to the professional Hair Beauty market, the latest innovations in products. Launched in 2010, Hair Treats began with its unique professional line of double loop technology hair extensions, which is a non-aggressive system that gives you fantastic results instantly. You can now create any vision in mind, and make it a reality with just the click of a button and then a pinch of a plier.&nbsp;Hair Treats Extensions uses only 100% human remy hair collected by Indian temples, and delivered in a manner where the hairís cuticles remain in the same direction. With 10 application systems to choose from, different textures, and up to 40 colors, the possibilities are endless.","20.72 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/therma-shine-spray-style-id-118-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/s/t/styidtherma.jpg,"Heat Protectant",STYIDTHERMA
STYIDVOLUME,"Hair Treats","Volume Spray Style Id 236 Ml","Style ID volume spray a perfect blend of ingredients that give hair fullness without the greasy or crunchy feel. The fenugreek formula stimulates hair follicles while rice proteins strengthen and lift hair for a weightless finish. Vitamins add shine and improve manageability. Algae and vegetable proteins add moisture. Micronized silicone derivatives reduce drying time.    &nbsp;    &nbsp;    PRODUCT FEATURES:    &nbsp;       Quantity: 400ml      &nbsp;    INGREDIENTS:    &nbsp;    rice proteinsalgae and vegetable proteinsmicronized silicone&nbsp;        ABOUT THE BRAND:    &nbsp;    Our mission is to bring to the professional Hair Beauty market, the  latest innovations in products. Launched in 2010, Hair Treats began with its  unique professional line of double loop technology hair extensions, which is a  non-aggressive system that gives you fantastic results instantly. You can now  create any vision in mind, and make it a reality with just the click of a  button and then a pinch of a plier.    &nbsp;    Hair Treats Extensions uses only 100% human remy  hair collected by Indian temples, and delivered in a manner where the hairís  cuticles remain in the same direction. With 10 application systems to choose from,  different textures, and up to 40 colors, the possibilities are endless.","19.12 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/volume-spray-style-id-236-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/s/t/styidvolume.jpg,"Volumizing Spray",STYIDVOLUME
YS-232-Pink,,"Flex Carbon Barber Normal Comb | Pink |YS 232 |YS PARK ","&nbsp;Specially sized to meet all styling needs, built from durable ultem-plastic, which is 428�F resistant.&nbsp;PRODUCT FEATURES:Flexibility is enhanced by air bubbles in comfortable grip handle.Comfort tactile grip, dimpled for an organic feel.The constant presence of chemicals on the comb can be the cause of damage.Recommend washing the comb with water after use.","38.36 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/peigne-normal-flex-carbon-barber-pink,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/y/s/ys-232pi_1_1.jpg,"Hair Combs",YS-232-Pink
YS-232-GR,,"YS PARK | YS 232 | Flex Carbon Barber Normal Comb | Green","&nbsp;Specially sized to meet all styling needs, built from durable ultem-plastic, which is 428�F resistant.&nbsp;PRODUCT FEATURES:Flexibility is enhanced by air bubbles in comfortable grip handle.Comfort tactile grip, dimpled for an organic feel.The constant presence of chemicals on the comb can be the cause of damage.Recommend washing the comb with water after use.","38.36 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/peigne-normal-flex-carbon-barber-green,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/y/s/ys-232gr_1.jpg,"Tools & Brushes",YS-232-GR
CROC-BBOAR,Croc,"Croc Boar Brush","This Brush is for fine hair, or for giving shine,smoothness and softening benefits to the hair all while detangling it with ease.PRODUCT FEATURES:Ion Charged Bristles Hydrate and Condition with every stroke.Ultra Grip DesignMassage Tip Bristles Stimulate For Healthy ScalpLess Breakage and split endsPenetrates Thick, Coarse Hair TypesAir Cushioned Comfort DesignNo Slip HandleGreat For Grooming All Hair TypesResistant To Heat And Chemical ","43.12 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/croc-boar-brush,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/c/r/croc-bboar-2.jpg,"Hair Brushes",CROC-BBOAR
HTBONDEX1,"Hair Treats","BONDEX BUILDER (STEP 1)",,"137.52 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/bondex-builder-step-1,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/h/t/htbondex1_540x540.jpg,,HTBONDEX1
HTKNOTSOUT,"Hair Treats","Knots Out Brush","No more tangles: Give knots and tangles the brush off with the hair treats Knots Out! professional detangling brush. Produces outstanding results on hair extensions, wigs, weaves, colored, curly, afro hair and also on men's short hair. Use on wet or dry hair. Healthier Hair: Dramatically reduces hair breakage, splitting, and damage caused by combing and brushing. Its unique configuration of specifically designed teeth flex just the right amount, detangling and helping to smooth the hair's cuticle, and protect the inner cortex from damage. More shine: Gently smooths the hair's protective cuticle layer; noticeably increasing shine for a beautiful finish","14.36 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/knots-out-brsh,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/m/i/microsoftteams-image_9_.png,SHOP,HTKNOTSOUT
LNZ11410D,L'anza,"L'ANZA Healing Moisture Tamanu Cream Shampoo 300 ml","1. PRODUCT INFO :L'ANZA Healing Moisture Tamanu Cream Shampoo leaves dry, coarse hair clean and silky soft.2. FOR WHOM / USE :Rehydrates dry, depleted hair without adding weight3. FOR WHAT / BENEFITS :● Contains Tahitian Tamanu Nut Oil for ideal moisturization ● Cleanses gently without stripping natural oils & nutrients● Sulfate-free & extra gentle, leaves hair clean & silky-soft ● Polynesian Gugo Bark provides a rich, creamy lather ● Formulated without sulfates, gluten, sodium chloride or parabens4. ABOUT THE COLLECTION :L’ANZA Healing Moisture contains advanced technology and lightweight moisturizers that won’t add weight, even on fine and thin hair.Revitalize dry, dehydrated hair with lightweight moisturizers that leave hair smooth, silky, and manageable. Contains Polynesian Botanicals, rich in essential fatty acids, lipids, emollients and humectants. These natural hydrators provide optimal moisture to dry, coarse hair.","27.32 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-moisture-tamanu-cream-shampoo-300-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/1/11410d_1_1000x1000.jpg,"Shampoo & Conditioner",LNZ11410D
LNZ11433A,L'anza,"L'ANZA Healing Moisture Tamanu Cream Shampoo 1 Liter","1. PRODUCT INFO :L'ANZA Healing Moisture Tamanu Cream Shampoo leaves dry, coarse hair clean and silky soft.2. FOR WHOM / USE :Rehydrates dry, depleted hair without adding weight3. FOR WHAT / BENEFITS :● Contains Tahitian Tamanu Nut Oil for ideal moisturization ● Cleanses gently without stripping natural oils & nutrients● Sulfate-free & extra gentle, leaves hair clean & silky-soft ● Polynesian Gugo Bark provides a rich, creamy lather ● Formulated without sulfates, gluten, sodium chloride or parabens4. ABOUT THE COLLECTION :L’ANZA Healing Moisture contains advanced technology and lightweight moisturizers that won’t add weight, even on fine and thin hair.Revitalize dry, dehydrated hair with lightweight moisturizers that leave hair smooth, silky, and manageable. Contains Polynesian Botanicals, rich in essential fatty acids, lipids, emollients and humectants. These natural hydrators provide optimal moisture to dry, coarse hair.","54.00 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-moisture-tamanu-cream-shampoo-1-liter,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/1/11433a_1_1000x1000.jpg,"Shampoo & Conditioner",LNZ11433A
LNZ11509D,L'anza,"L'ANZA Healing Moisture Kukui Nut Conditioner 250 ml","1. PRODUCT INFO :L'ANZA Healing Moisture Kukui Nut Conditioner rehydrates dry hair without adding weight. Contains natural Hawaiian Kukui Nut Oil prized for its moisturizing abilities.2. FOR WHOM / USE :Rehydrates dry hair without weight3.FOR WHAT / BENEFITS : ● Contains natural Hawaiian Kukui Nut Oil prized for its moisturizing abilities ● Delivers abundant emollients & exceptional shine ● Lightweight formula seals-in moisture for lasting softness ● Formulated without sulfates, gluten, sodium chloride or parabens4. ABOUT THE COLLECTION :L’ANZA Healing Moisture contains advanced technology and lightweight moisturizers that won’t add weight, even on fine and thin hair.Revitalize dry, dehydrated hair with lightweight moisturizers that leave hair smooth, silky, and manageable. Contains Polynesian Botanicals, rich in essential fatty acids, lipids, emollients and humectants. These natural hydrators provide optimal moisture to dry, coarse hair.","27.32 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-moisture-kukui-nut-conditioner-250-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/1/11509d_1_1000x1000.jpg,"Shampoo & Conditioner",LNZ11509D
LNZ11533A,L'anza,"L'ANZA Healing Moisture Kukui Nut Conditioner 1 Liter","1. PRODUCT INFO :L'ANZA Healing Moisture Kukui Nut Conditioner rehydrates dry hair without adding weight. Contains natural Hawaiian Kukui Nut Oil prized for its moisturizing abilities.2. FOR WHOM / USE :Rehydrates dry hair without weight3.FOR WHAT / BENEFITS : ● Contains natural Hawaiian Kukui Nut Oil prized for its moisturizing abilities ● Delivers abundant emollients & exceptional shine ● Lightweight formula seals-in moisture for lasting softness ● Formulated without sulfates, gluten, sodium chloride or parabens4. ABOUT THE COLLECTION :L’ANZA Healing Moisture contains advanced technology and lightweight moisturizers that won’t add weight, even on fine and thin hair.Revitalize dry, dehydrated hair with lightweight moisturizers that leave hair smooth, silky, and manageable. Contains Polynesian Botanicals, rich in essential fatty acids, lipids, emollients and humectants. These natural hydrators provide optimal moisture to dry, coarse hair.","54.00 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-moisture-kukui-nut-conditioner-1-liter,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/1/11533a_1_1000x1000.jpg,"Shampoo & Conditioner",LNZ11533A
LNZ11707D,L'anza,"L'ANZA Healing Moisture Moi Moi Hair Masque 200 ml","1. PRODUCT INFO :L’Anza Healing Moisture Moi Moi Hair Masque provides the deepest moisture therapy for severely dehydrated hair. Using exotic blends of Polynesian botanicals this intensive formula makes hair incredibly soft and silky with renewed health and shine2. FOR WHOM / USE :These moisturizing particles penetrate deep into the hair rather than accumulating on the surface, so hair isn’t weighed down. The result is outstanding softness and silkiness with exceptional body, even for the finest hair strands.3. FOR WHAT / BENEFITS :● Rare and exotic moisturizing botanicals from Polynesia provide optimal hydration for excessively dry hair. ● This deep moisture therapy formula heals even the most dehydrated hair. ● Moisture Pearls instantly release concentrated moisturizing ingredients. ● Does leave any residue or weigh hair down. Great for all hair types - even fine hair! ● Natural Paraben-Free, Sulfate-Free4. ABOUT THE COLLECTION :L’ANZA Healing Moisture contains advanced technology and lightweight moisturizers that won’t add weight, even on fine and thin hair.Revitalize dry, dehydrated hair with lightweight moisturizers that leave hair smooth, silky, and manageable. Contains Polynesian Botanicals, rich in essential fatty acids, lipids, emollients and humectants. These natural hydrators provide optimal moisture to dry, coarse hair.","27.92 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-moisture-moi-moi-hair-masque-200-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/1/11707d_1_1000x1000.jpg,,LNZ11707D
LNZ11807,L'anza,"L'ANZA Healing Style Moi Moi Moisturizing Mist 200 ml","1. PRODUCT INFO :L'ANZA Moi Moi Moisturizing Mist instantly conditions and detangles with lightweight moisture leaving hair extraordinarily soft, silky and shiny.2. FOR WHOM / USE :Protects hair from UV, heat and environmental stresses3. FOR WHAT / BENEFITS :● Leave in conditioning ● Instantly conditions with lightweight moisture ● Lightweight condition● Detangles beautifully ● Leaves hair extraordinarily soft, silky and shiny ● Protects hair from UV, heat and environmental stresses ● Renews strength, equalizes porosity; improves resiliency ● Formulated without sulfates, gluten, sodium chloride or parabens4. ABOUT THE COLLECTION :L’ANZA Healing Moisture contains advanced technology and lightweight moisturizers that won’t add weight, even on fine and thin hair.Revitalize dry, dehydrated hair with lightweight moisturizers that leave hair smooth, silky, and manageable. Contains Polynesian Botanicals, rich in essential fatty acids, lipids, emollients and humectants. These natural hydrators provide optimal moisture to dry, coarse hair.","27.32 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-style-moi-moi-moisturizing-mist-200-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/1/11807_1_1000x1000.jpg,,LNZ11807
LNZ14406E,L'anza,"L'ANZA Healing Style Thermal Defense Spray 200 ml","1. PRODUCT INFO :Pump hair spray & styler with maximum thermal protection2. FOR WHOM / USE :Effectively smoothing the hair to stop frizz, while adding a brilliant shine.3. FOR WHAT / BENEFITS :• Lightweight styler provides medium to strong style support.• Provides extra thermal protection against blow dryers and hot irons (up to 500° F / 260° C, depending on hair structure and condition).• Provides gentle slip for effortless styling won't leave sticky residue on irons.• Organic Coix Seed Extract calms curls, while Keratin Healing System and Mangosteen Fruit Extract add glossy shine. Hold: 8 of 104. ABOUT THE COLLECTION :L’ANZA Healing Style is the only line of styling products that heals the hair while creating versatile and fashionable looks. These formulations provide utmost protection from damaging heat and UV rays while maintaining healthy, manageable hair. Advanced technology and botanical styling ingredients provide long-lasting hold without cracking, flaking or residue. Healthy hair is always in style.","22.60 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-style-thermal-defense-spray-200-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/4/14406e_1_1000x1000.jpg,"Heat Protectant",LNZ14406E
LNZ14510E,L'anza,"L'ANZA Healing Smooth Glossifying Shampoo 300 ml","1. PRODUCT INFO :L'ANZA Healing Smooth Glossifying Shampoo gently cleanses hair while reducing frizz leaving hair with a glossy shine.2. FOR WHOM / USE :Instantly transforms rough, coarse & unruly hair into soft, smooth & shiny hair3. FOR WHAT / BENEFITS :● Rich-lathering gently & effectively calms curls & waves● Instantly transforms rough, coarse & unruly hair into soft, smooth & shiny hair ● Leaves hair soft and smooth with radiant shine ● Provides a sleek & straight look4. ABOUT THE COLLECTION :According to the Professional Beauty Association, 84% of women want more shine, while 62% want less frizz.L’ANZA Healing Smooth delivers both highly desired benefits. It contains the extraordinary Coix Sleek Complex that calms curls and waves without the use of chemical straighteners or relaxers. In addition, the Keratin Healing System effectively blocks out humidity, a major cause of frizz. Together, these ingredients leave hair incredibly soft and smooth with radiant shine","27.32 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-smooth-glossifying-shampoo-300-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/4/14510e_1_1000x1000.jpg,"Shampoo & Conditioner",LNZ14510E
LNZ14533B,L'anza,"L'ANZA Healing Smooth Glossifying Shampoo 1 Liter","1. PRODUCT INFO :L'ANZA Healing Smooth Glossifying Shampoo gently cleanses hair while reducing frizz leaving hair with a glossy shine.2. FOR WHOM / USE :Instantly transforms rough, coarse & unruly hair into soft, smooth & shiny hair3. FOR WHAT / BENEFITS :● Rich-lathering gently & effectively calms curls & waves● Instantly transforms rough, coarse & unruly hair into soft, smooth & shiny hair ● Leaves hair soft and smooth with radiant shine ● Provides a sleek & straight look4. ABOUT THE COLLECTION :According to the Professional Beauty Association, 84% of women want more shine, while 62% want less frizz.L’ANZA Healing Smooth delivers both highly desired benefits. It contains the extraordinary Coix Sleek Complex that calms curls and waves without the use of chemical straighteners or relaxers. In addition, the Keratin Healing System effectively blocks out humidity, a major cause of frizz. Together, these ingredients leave hair incredibly soft and smooth with radiant shine","54.00 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-smooth-glossifying-shampoo-1-liter,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/4/14533b_1_1000x1000.jpg,"Shampoo & Conditioner",LNZ14533B
LNZ14609E,L'anza,"L'ANZA Healing Smooth Glossifying Conditioner 250 ml","1. PRODUCT INFO :L'ANZA Healing Smooth Glossifying Conditioner is a daily smoothing conditioner that leaves hair sleek and silky smooth.2. FOR WHOM / USE :Leaves hair with a glossy shine. Perfect for straight, smooth looks.3. FOR WHAT / BENEFITS :● Gentle enough for daily use● Leaves hair sleek & silky● Improves manageability and flexibility● Coix Sleek Complex calms curls● Improves manageability & flexibility4. ABOUT THE COLLECTION :According to the Professional Beauty Association, 84% of women want more shine, while 62% want less frizz.L’ANZA Healing Smooth delivers both highly desired benefits. It contains the extraordinary Coix Sleek Complex that calms curls and waves without the use of chemical straighteners or relaxers. In addition, the Keratin Healing System effectively blocks out humidity, a major cause of frizz. Together, these ingredients leave hair incredibly soft and smooth with radiant shine","27.32 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-smooth-glossifying-conditioner-250-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/4/14609e_1_1000x1000.jpg,"Shampoo & Conditioner",LNZ14609E
LNZ14633B,L'anza,"L'ANZA Healing Smooth Glossifying Conditioner 1 Liter","1. PRODUCT INFO :L'ANZA Healing Smooth Glossifying Conditioner is a daily smoothing conditioner that leaves hair sleek and silky smooth.2. FOR WHOM / USE :Leaves hair with a glossy shine. Perfect for straight, smooth looks.3. FOR WHAT / BENEFITS :● Gentle enough for daily use● Leaves hair sleek & silky● Improves manageability and flexibility● Coix Sleek Complex calms curls● Improves manageability & flexibility4. ABOUT THE COLLECTION :According to the Professional Beauty Association, 84% of women want more shine, while 62% want less frizz.L’ANZA Healing Smooth delivers both highly desired benefits. It contains the extraordinary Coix Sleek Complex that calms curls and waves without the use of chemical straighteners or relaxers. In addition, the Keratin Healing System effectively blocks out humidity, a major cause of frizz. Together, these ingredients leave hair incredibly soft and smooth with radiant shine","54.00 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-smooth-glossifying-conditioner-1-liter,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/4/14633b_1_1000x1000.jpg,"Shampoo & Conditioner",LNZ14633B
LNZ14709C,L'anza,"L'ANZA Healing Smooth Smoother Straightening Balm 250 ml","1. PRODUCT INFO :L'ANZA Healing Smooth Smoother Straightening Balm adds shine while encouraging a smooth, naturally straight look.2. FOR WHOM / USE :Lightweight and greaseless formula provides naturally straight look3. FOR WHAT / BENEFITS :● Maintains healthy moisture ● Calms unruly curls and waves ● Blocks out humidity and prevents frizz● Provides thermal protection from heat styling4. ABOUT THE COLLECTION :According to the Professional Beauty Association, 84% of women want more shine, while 62% want less frizz.L’ANZA Healing Smooth delivers both highly desired benefits. It contains the extraordinary Coix Sleek Complex that calms curls and waves without the use of chemical straighteners or relaxers. In addition, the Keratin Healing System effectively blocks out humidity, a major cause of frizz. Together, these ingredients leave hair incredibly soft and smooth with radiant shine.","22.60 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-smooth-smoother-straightening-balm-250-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/4/14709c_1_1000x1000.jpg,NEW,LNZ14709C
LNZ15010C,L'anza,"L'ANZA Healing Strength White Tea Shampoo 300 ml","1. PRODUCT INFO :L'ANZA Healing Strength White Tea Shampoo strengthens weak, fragile, aged hair. Extra potent antioxidant White Tea eliminates hair-damaging free radicals that cause premature aging.2. FOR WHOM / USE :Leaves hair stronger, shinier and healthier.3. FOR WHAT / BENEFITS :● Provides a sulfate-free moisturizing cleanse● Strengthens fragile hair● Eliminates hair-damaging free radicals ● Restores fiber integrity4. ABOUT THE COLLECTION :L’ANZA Healing Strength contains the CP Anti-Aging Complex to reverse the signs of aging, effectively restoring strength and a youthful appearance to weak, fragile hair. This advanced complex heals from within, reducing hair breakage and fortifying ends to bring frail hair back to prime health.","27.32 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-strength-white-tea-shampoo-300-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/5/15010c_1_1000x1000.jpg,"Shampoo & Conditioner",LNZ15010C
LNZ15033C,L'anza,"L'ANZA Healing Strength White Tea Shampoo 1 Liter","1. PRODUCT INFO :L'ANZA Healing Strength White Tea Shampoo strengthens weak, fragile, aged hair. Extra potent antioxidant White Tea eliminates hair-damaging free radicals that cause premature aging.2. FOR WHOM / USE :Leaves hair stronger, shinier and healthier.3. FOR WHAT / BENEFITS :● Provides a sulfate-free moisturizing cleanse● Strengthens fragile hair● Eliminates hair-damaging free radicals ● Restores fiber integrity4. ABOUT THE COLLECTION :L’ANZA Healing Strength contains the CP Anti-Aging Complex to reverse the signs of aging, effectively restoring strength and a youthful appearance to weak, fragile hair. This advanced complex heals from within, reducing hair breakage and fortifying ends to bring frail hair back to prime health.","54.00 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-strength-white-tea-shampoo-1-liter,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/5/15033c_1_1000x1000.jpg,"Shampoo & Conditioner",LNZ15033C
LNZ15109C,L'anza,"L'ANZA Healing Strength Manuka Honey Conditioner 250 ml","1. PRODUCT INFO :L'ANZA Healing Strength Manuka Honey Conditioner is a nutrient-rich formula, fortifying each strand with Manuka Honey. Boosts each strand with shine, strength and improved elasticity.2. FOR WHOM / USE :Strengthens hair weakened by chemical processing, heat and other age-accelerators3. FOR WHAT / BENEFITS :● Boosts flexibility while reducing hair breakage ● Increases hair's elasticity● Hair is left strong, healthy & shine ● Formulated without sulfates, gluten, sodium chloride or parabens4. ABOUT THE COLLECTION :L’ANZA Healing Strength contains the CP Anti-Aging Complex to reverse the signs of aging, effectively restoring strength and a youthful appearance to weak, fragile hair. This advanced complex heals from within, reducing hair breakage and fortifying ends to bring frail hair back to prime health.","27.32 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-strength-manuka-honey-conditioner-250-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/5/15109c_1_1000x1000.jpg,"Shampoo & Conditioner",LNZ15109C
LNZ15133B,L'anza,"L'ANZA Healing Strength Manuka Honey Conditioner 1 Liter","1. PRODUCT INFO :L'ANZA Healing Strength Manuka Honey Conditioner is a nutrient-rich formula, fortifying each strand with Manuka Honey. Boosts each strand with shine, strength and improved elasticity.2. FOR WHOM / USE :Strengthens hair weakened by chemical processing, heat and other age-accelerators3. FOR WHAT / BENEFITS :● Boosts flexibility while reducing hair breakage ● Increases hair's elasticity● Hair is left strong, healthy & shine ● Formulated without sulfates, gluten, sodium chloride or parabens4. ABOUT THE COLLECTION :L’ANZA Healing Strength contains the CP Anti-Aging Complex to reverse the signs of aging, effectively restoring strength and a youthful appearance to weak, fragile hair. This advanced complex heals from within, reducing hair breakage and fortifying ends to bring frail hair back to prime health.","54.00 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-strength-manuka-honey-conditioner-1-liter,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/5/15133b_1_1000x1000.jpg,"Shampoo & Conditioner",LNZ15133B
LNZ15203F,L'anza,"L'ANZA Healing Strength Neem Plant Silk Serum 100 ml","1. PRODUCT INFO :L'ANZA Healing Strength Neem Plant Silk Serum is an award-winning product that increases shine & strength. Weightless formula provides silky softness without greasiness.2. FOR WHOM / USE :Weightless formula provides silky softness without greasiness3. FOR WHAT / BENEFITS :● Fortifies and strengthens weak, fragile hair ● Protects from thermal heat and UV rays ● Won't weigh hair down ● Great for all hair types ● Formulated without sulfates, gluten, sodium chloride or parabens4. ABOUT THE COLLECTION :L’ANZA Healing Strength contains the CP Anti-Aging Complex to reverse the signs of aging, effectively restoring strength and a youthful appearance to weak, fragile hair. This advanced complex heals from within, reducing hair breakage and fortifying ends to bring frail hair back to prime health. ","34.60 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-strength-neem-plant-silk-serum-100-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/5/15203f_1_1000x1000.jpg,Serum,LNZ15203F
